,STATUS,MNET_ID,ELEVATION,NAME,STID,ELEV_DEM,LONGITUDE,STATE,RESTRICTED,QC_FLAGGED,LATITUDE,TIMEZONE,ID,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.end,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1d.derived_from,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.start,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1d.derived_from,UNITS.position,UNITS.elevation,OBSERVATIONS.dew_point_temperature_value_1d.date_time,OBSERVATIONS.dew_point_temperature_value_1d.value,OBSERVATIONS.sea_level_pressure_value_1d.date_time,OBSERVATIONS.sea_level_pressure_value_1d.value,OBSERVATIONS.air_temp_value_1.date_time,OBSERVATIONS.air_temp_value_1.value,OBSERVATIONS.sea_level_pressure_value_1.date_time,OBSERVATIONS.sea_level_pressure_value_1.value,OBSERVATIONS.relative_humidity_value_1.date_time,OBSERVATIONS.relative_humidity_value_1.value,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.start,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.end,OBSERVATIONS.dew_point_temperature_value_1.date_time,OBSERVATIONS.dew_point_temperature_value_1.value,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.start,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.end,OBSERVATIONS.precip_accum_value_1.date_time,OBSERVATIONS.precip_accum_value_1.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.end,OBSERVATIONS.soil_temp_value_4.date_time,OBSERVATIONS.soil_temp_value_4.value,OBSERVATIONS.soil_temp_value_1.date_time,OBSERVATIONS.soil_temp_value_1.value,OBSERVATIONS.soil_temp_value_2.date_time,OBSERVATIONS.soil_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.end,OBSERVATIONS.soil_temp_value_3.date_time,OBSERVATIONS.soil_temp_value_3.value,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.end,OBSERVATIONS.air_temp_value_2.date_time,OBSERVATIONS.air_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.end,OBSERVATIONS.soil_temp_value_7.date_time,OBSERVATIONS.soil_temp_value_7.value,OBSERVATIONS.soil_temp_value_10.date_time,OBSERVATIONS.soil_temp_value_10.value,OBSERVATIONS.soil_temp_value_8.date_time,OBSERVATIONS.soil_temp_value_8.value,OBSERVATIONS.soil_temp_value_9.date_time,OBSERVATIONS.soil_temp_value_9.value,OBSERVATIONS.soil_temp_value_5.date_time,OBSERVATIONS.soil_temp_value_5.value,OBSERVATIONS.soil_temp_value_6.date_time,OBSERVATIONS.soil_temp_value_6.value
4233,INACTIVE,65,958,EW6889 Rancho Santa Margarita,E6889,948.2,-117.55500,CA,False,False,33.62867,America/Los_Angeles,91899,2019-05-18T22:04:00Z,2023-06-28T00:03:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-06-28T00:03:00Z,14.28,2023-06-28T00:03:00Z,1007.18,2023-06-28T00:03:00Z,23.89,,,2023-06-28T00:03:00Z,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,ACTIVE,65,3812,FW0299 Weed,F0299,3809.1,-122.40550,CA,False,False,41.38767,America/Los_Angeles,91900,2019-05-18T22:04:00Z,2023-07-31T18:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,1.54,2023-08-01T00:10:00Z,1008.14,2023-08-01T00:10:00Z,30.0,,,2023-08-01T00:10:00Z,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,ACTIVE,65,436,FW0285 Mission Viejo,F0285,436.4,-117.68750,CA,False,False,33.61933,America/Los_Angeles,91901,2019-05-18T22:04:00Z,2023-07-31T23:42:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:04:00Z,21.67,2023-08-01T00:04:00Z,1012.05,2023-08-01T00:04:00Z,29.44,,,2023-08-01T00:04:00Z,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,ACTIVE,65,82,EW4971 Capitola,E4971,82,-121.95650,CA,False,False,36.97267,America/Los_Angeles,91902,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-01-05T04:31:00Z,-40.94,2023-08-01T00:00:00Z,1014.58,2023-01-05T04:31:00Z,13.33,,,2023-05-24T11:31:00Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,ACTIVE,65,1122,EW7886 Calistoga,E7886,1131.9,-122.60850,CA,False,False,38.55833,America/Los_Angeles,91903,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:07:00Z,-17.78,2023-07-29T06:27:00Z,1004.84,2023-08-01T00:07:00Z,-17.78,,,2023-08-01T00:07:00Z,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,ACTIVE,65,7312,FW0079 Truckee,F0079,7336,-120.26333,CA,False,True,39.34533,America/Los_Angeles,91905,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,-2.52,,,2023-08-01T00:00:00Z,22.22,,,2023-08-01T00:00:00Z,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,ACTIVE,65,1673,FW0315 Angwin,F0315,1669.9,-122.44083,CA,False,True,38.57250,America/Los_Angeles,91906,2019-05-18T22:04:00Z,2023-07-31T19:17:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-31T19:17:00Z,15.17,,,2023-07-31T19:17:00Z,26.11,,,2023-07-31T19:17:00Z,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,ACTIVE,65,1820,FW0603 Middletown,F0603,1827.4,-122.50000,CA,False,False,38.70000,America/Los_Angeles,91907,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,10.74,2023-08-01T00:00:00Z,1007.73,2023-08-01T00:00:00Z,33.33,,,2023-08-01T00:00:00Z,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,ACTIVE,65,154,EW3531 Ventura,E3531,154.2,-119.24117,CA,False,False,34.26950,America/Los_Angeles,91908,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,19.53,2023-08-01T00:00:00Z,1012.03,2023-08-01T00:00:00Z,22.78,,,2023-08-01T00:00:00Z,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,ACTIVE,65,232,EW4769 Scotts Valley,E4769,229.7,-121.59000,CA,False,False,37.04967,America/Los_Angeles,91909,2019-05-18T22:04:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-31T15:25:00Z,7.51,2023-08-01T00:10:00Z,1014.19,2023-07-31T15:25:00Z,15.56,,,2023-07-31T15:25:00Z,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,ACTIVE,65,685,FW0228 Sunol,F0228,718.5,-121.90000,CA,False,False,37.50000,America/Los_Angeles,91910,2019-05-18T22:04:00Z,2023-07-31T23:46:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,12.44,2023-08-01T00:00:00Z,1015.85,2023-08-01T00:00:00Z,22.22,,,2023-08-01T00:00:00Z,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,INACTIVE,65,777,FW0465 Valley Springs,F0465,784.1,-120.81667,CA,False,False,38.16167,America/Los_Angeles,91911,2019-05-18T22:04:00Z,2022-10-08T20:18:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2022-10-08T20:18:00Z,17.98,2022-10-08T20:18:00Z,1015.29,2022-10-08T20:18:00Z,23.33,,,2022-10-08T20:18:00Z,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,ACTIVE,65,1217,FW0685 Kenwood,F0685,1210.6,-122.51617,CA,False,False,38.43783,America/Los_Angeles,91912,2019-05-18T22:04:00Z,2023-07-31T17:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,14.96,2023-08-01T00:00:00Z,968.06,2023-08-01T00:00:00Z,30.0,,,2023-08-01T00:00:00Z,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,ACTIVE,85,439,FW0132 Pala,F0132,442.9,-117.06917,CA,False,False,33.36683,America/Los_Angeles,91913,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,19.78,2023-08-01T00:00:00Z,1009.82,2023-08-01T00:00:00Z,26.67,,,2023-08-01T00:00:00Z,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,ACTIVE,65,121,FW0247 Ross,F0247,118.1,-122.54750,CA,False,False,37.96133,America/Los_Angeles,91914,2019-05-18T22:04:00Z,2023-07-31T22:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,16.2,2023-08-01T00:00:00Z,1012.68,2023-08-01T00:00:00Z,27.22,,,2023-08-01T00:00:00Z,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,ACTIVE,65,39,FW1520 San Francisco,F1520,39.4,-122.40000,CA,False,False,37.80000,America/Los_Angeles,91917,2019-05-18T22:04:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,13.91,2023-08-01T00:00:00Z,1016.24,2023-08-01T00:00:00Z,17.22,,,2023-08-01T00:00:00Z,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,ACTIVE,229,2265,Oak Tree Road,PG363,2257.2,-121.08491,CA,False,False,39.36287,America/Los_Angeles,92076,2019-05-19T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.12,,,2023-08-01T00:10:00Z,31.61,,,2023-08-01T00:10:00Z,20.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,ACTIVE,65,1253,FW0443 Shingle Springs,F0443,1240.2,-120.92117,CA,False,True,38.63567,America/Los_Angeles,92079,2019-05-20T14:04:00Z,2023-07-31T23:39:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:09:00Z,5.12,,,2023-08-01T00:09:00Z,33.33,,,2023-08-01T00:09:00Z,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,ACTIVE,246,5529,MUL1296-Woodfords,LIB03,5557.7,-119.81786,CA,False,False,38.78265,America/Los_Angeles,92086,2019-05-20T19:54:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,-0.1,,,2023-08-01T00:10:00Z,26.63,,,2023-08-01T00:10:00Z,17.36,,,,,,,,,,,,,,,,,2023-08-01T00:10:00Z,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,ACTIVE,246,5047,TPZ1261Park Ranch,LIB05,5039.4,-119.52023,CA,False,False,38.64120,America/Los_Angeles,92093,2019-05-21T14:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,4.26,,,2023-08-01T00:10:00Z,30.67,,,2023-08-01T00:10:00Z,18.68,,,,,,,,,,,,,,,,,2023-08-01T00:10:00Z,28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,ACTIVE,231,1891,SCE Little Tujunga Canyon Rd,SE270,1906.2,-118.34349,CA,False,False,34.32986,America/Los_Angeles,92094,2019-05-21T18:02:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,16.62,,,2023-08-01T00:10:00Z,30.94,,,2023-08-01T00:10:00Z,42.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,ACTIVE,231,2499,SCE Bullock Spur,SE271,2523,-117.48418,CA,False,False,34.17781,America/Los_Angeles,92095,2019-05-21T18:02:00Z,2023-07-31T23:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:00:00Z,17.92,,,2023-08-01T00:00:00Z,29.56,,,2023-08-01T00:00:00Z,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,ACTIVE,231,1420,SCE East Foothill Dr,SE272,1430.4,-117.24387,CA,False,False,34.15758,America/Los_Angeles,92096,2019-05-21T19:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,18.8,,,2023-08-01T00:10:00Z,32.56,,,2023-08-01T00:10:00Z,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,INACTIVE,229,646,Center Gap Road North,PG382,669.3,-121.67257,CA,False,False,39.77332,America/Los_Angeles,92097,2019-05-21T23:04:00Z,2023-01-03T11:10:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-01-03T11:10:00Z,3.46,,,2023-01-03T11:10:00Z,3.49,,,2023-01-03T11:10:00Z,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,ACTIVE,229,1998,Knoxville,PG358,2001.3,-122.37319,CA,False,False,38.83807,America/Los_Angeles,92099,2019-05-22T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,10.72,,,2023-08-01T00:10:00Z,31.33,,,2023-08-01T00:10:00Z,28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,ACTIVE,229,2513,Ormsey Cutoff Trail,PG370,2490.2,-121.81832,CA,False,False,37.06525,America/Los_Angeles,92100,2019-05-22T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,14.66,,,2023-08-01T00:10:00Z,25.77,,,2023-08-01T00:10:00Z,50.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,ACTIVE,65,1742,FW0165 Angwin,F0165,1752,-122.44850,CA,False,False,38.58233,America/Los_Angeles,92105,2019-05-21T23:04:00Z,2023-07-31T19:16:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-31T19:16:00Z,13.19,2023-07-31T19:16:00Z,1011.19,2023-07-31T19:16:00Z,27.22,,,2023-07-31T19:16:00Z,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,ACTIVE,231,1936,SCE Soledad Canyon Rd,SE273,1955.4,-118.34249,CA,False,False,34.43564,America/Los_Angeles,92107,2019-05-22T14:52:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,15.86,,,2023-08-01T00:10:00Z,31.72,,,2023-08-01T00:10:00Z,38.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,ACTIVE,231,1144,SCE Garces Hwy,SE274,1141.7,-118.90291,CA,False,False,35.74275,America/Los_Angeles,92108,2019-05-22T14:52:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,5.69,,,2023-08-01T00:10:00Z,36.56,,,2023-08-01T00:10:00Z,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,ACTIVE,231,480,SCE Mehrten Dr,SE275,482.3,-119.05469,CA,False,False,36.34422,America/Los_Angeles,92109,2019-05-22T14:52:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.82,,,2023-08-01T00:10:00Z,37.06,,,2023-08-01T00:10:00Z,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,ACTIVE,231,1983,SCE San Francisquito Canyon Rd,SE276,2027.6,-118.46060,CA,False,False,34.57512,America/Los_Angeles,92110,2019-05-22T14:52:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,15.19,,,2023-08-01T00:10:00Z,31.72,,,2023-08-01T00:10:00Z,36.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,ACTIVE,229,2727,Walker Ridge West,PG383,2703.4,-122.49508,CA,False,False,39.03791,America/Los_Angeles,92111,2019-05-22T14:54:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,8.35,,,2023-08-01T00:10:00Z,29.78,,,2023-08-01T00:10:00Z,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,ACTIVE,229,1756,Mt Madonna Road,PG399,1765.1,-121.71973,CA,False,False,37.01586,America/Los_Angeles,92112,2019-05-22T14:54:00Z,2023-07-31T17:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,14.26,,,2023-08-01T00:10:00Z,20.89,,,2023-08-01T00:10:00Z,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,ACTIVE,229,1526,Pax Place Court,PG376,1515.7,-121.85181,CA,False,False,37.03995,America/Los_Angeles,92117,2019-05-22T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,15.22,,,2023-08-01T00:10:00Z,23.08,,,2023-08-01T00:10:00Z,61.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,ACTIVE,229,996,Coleman Valley Road,PG380,1000.7,-122.96517,CA,False,False,38.41137,America/Los_Angeles,92118,2019-05-23T15:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.84,,,2023-08-01T00:10:00Z,27.17,,,2023-08-01T00:10:00Z,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,ACTIVE,229,905,Pfeiffer Ridge Road,PG362,961.3,-121.78740,CA,False,False,36.24580,America/Los_Angeles,92119,2019-05-23T15:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.98,,,2023-08-01T00:10:00Z,22.22,,,2023-08-01T00:10:00Z,55.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,ACTIVE,229,2458,Summit Road,PG400,2473.8,-121.76413,CA,False,False,37.05015,America/Los_Angeles,92120,2019-05-23T17:04:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,13.62,,,2023-08-01T00:10:00Z,27.28,,,2023-08-01T00:10:00Z,43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,ACTIVE,231,1217,SCE Happy Camp Rd,SE277,1227,-118.87478,CA,False,False,34.33086,America/Los_Angeles,92121,2019-05-23T19:02:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,19.75,,,2023-08-01T00:10:00Z,31.11,,,2023-08-01T00:10:00Z,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,ACTIVE,231,1993,SCE Rocky Creek,SE278,2004.6,-118.74505,CA,False,False,36.05461,America/Los_Angeles,92122,2019-05-23T19:02:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.91,,,2023-08-01T00:10:00Z,34.61,,,2023-08-01T00:10:00Z,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,ACTIVE,231,709,SCE Lake Success,SE279,718.5,-118.89738,CA,False,False,36.08186,America/Los_Angeles,92123,2019-05-23T16:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.81,,,2023-08-01T00:10:00Z,36.72,,,2023-08-01T00:10:00Z,23.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,ACTIVE,231,1149,SCE Hidden Valley Rd,SE280,1154.9,-118.93164,CA,False,False,34.14506,America/Los_Angeles,92124,2019-05-23T17:02:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,19.87,,,2023-08-01T00:10:00Z,28.72,,,2023-08-01T00:10:00Z,58.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,ACTIVE,231,1341,SCE Westlake Edison Rd,SE281,1341.9,-118.87539,CA,False,False,34.16259,America/Los_Angeles,92135,2019-05-23T22:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,20.02,,,2023-08-01T00:10:00Z,29.72,,,2023-08-01T00:10:00Z,55.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,ACTIVE,231,613,SCE Putnam Ave,SE282,629.9,-118.97283,CA,False,False,36.07103,America/Los_Angeles,92136,2019-05-23T22:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,11.57,,,2023-08-01T00:10:00Z,36.83,,,2023-08-01T00:10:00Z,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
