,STATUS,MNET_ID,ELEVATION,NAME,STID,ELEV_DEM,LONGITUDE,STATE,RESTRICTED,QC_FLAGGED,LATITUDE,TIMEZONE,ID,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.end,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1d.derived_from,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.start,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1d.derived_from,UNITS.position,UNITS.elevation,OBSERVATIONS.dew_point_temperature_value_1d.date_time,OBSERVATIONS.dew_point_temperature_value_1d.value,OBSERVATIONS.sea_level_pressure_value_1d.date_time,OBSERVATIONS.sea_level_pressure_value_1d.value,OBSERVATIONS.air_temp_value_1.date_time,OBSERVATIONS.air_temp_value_1.value,OBSERVATIONS.sea_level_pressure_value_1.date_time,OBSERVATIONS.sea_level_pressure_value_1.value,OBSERVATIONS.relative_humidity_value_1.date_time,OBSERVATIONS.relative_humidity_value_1.value,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.start,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.end,OBSERVATIONS.dew_point_temperature_value_1.date_time,OBSERVATIONS.dew_point_temperature_value_1.value,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.start,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.end,OBSERVATIONS.precip_accum_value_1.date_time,OBSERVATIONS.precip_accum_value_1.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.end,OBSERVATIONS.soil_temp_value_4.date_time,OBSERVATIONS.soil_temp_value_4.value,OBSERVATIONS.soil_temp_value_1.date_time,OBSERVATIONS.soil_temp_value_1.value,OBSERVATIONS.soil_temp_value_2.date_time,OBSERVATIONS.soil_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.end,OBSERVATIONS.soil_temp_value_3.date_time,OBSERVATIONS.soil_temp_value_3.value,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.end,OBSERVATIONS.air_temp_value_2.date_time,OBSERVATIONS.air_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.end,OBSERVATIONS.soil_temp_value_7.date_time,OBSERVATIONS.soil_temp_value_7.value,OBSERVATIONS.soil_temp_value_10.date_time,OBSERVATIONS.soil_temp_value_10.value,OBSERVATIONS.soil_temp_value_8.date_time,OBSERVATIONS.soil_temp_value_8.value,OBSERVATIONS.soil_temp_value_9.date_time,OBSERVATIONS.soil_temp_value_9.value,OBSERVATIONS.soil_temp_value_5.date_time,OBSERVATIONS.soil_temp_value_5.value,OBSERVATIONS.soil_temp_value_6.date_time,OBSERVATIONS.soil_temp_value_6.value
2350,ACTIVE,65,417,EW1483 San Diego,E1483,416.7,-117.14733,CA,False,False,32.92317,America/Los_Angeles,42795,2014-04-09T00:00:00Z,2023-07-31T17:54:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:04:00Z,20.79,2023-08-01T00:04:00Z,1012.95,2023-08-01T00:04:00Z,25.56,,,2023-08-01T00:04:00Z,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,ACTIVE,65,997,EW4921 Westlake Village,E4921,1023.6,-118.82151,CA,False,False,34.17196,America/Los_Angeles,42798,2014-04-09T00:00:00Z,2023-07-31T22:25:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,20.03,2023-08-01T00:10:00Z,1009.48,2023-08-01T00:10:00Z,32.78,,,2023-08-01T00:10:00Z,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,ACTIVE,65,49,EW5038 Santa Cruz,E5038,55.8,-121.96233,CA,False,False,36.96583,America/Los_Angeles,42885,2014-04-30T00:00:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,16.11,2023-08-01T00:00:00Z,1014.54,2023-08-01T00:00:00Z,18.89,,,2023-08-01T00:00:00Z,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,INACTIVE,2,4650,ENF05 PORTABLE,TT260,4996.7,-120.469950,CA,False,False,38.817300,America/Los_Angeles,43011,2015-07-16T18:30:00Z,2023-04-28T09:29:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-04-28T09:29:00Z,-2.94,,,2023-04-28T09:29:00Z,10.56,,,2023-04-28T09:29:00Z,39.0,,,,,,,2023-04-28T09:29:00Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,INACTIVE,85,7866,EW5008 Snow Peak,E5008,7844.5,-116.81067,CA,False,False,34.03683,America/Los_Angeles,43116,2014-05-28T00:00:00Z,2022-11-24T23:35:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2022-11-24T23:35:00Z,4.44,2022-11-24T23:35:00Z,1020.88,2022-11-24T23:35:00Z,4.44,,,2022-11-24T23:35:00Z,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,ACTIVE,65,223,EW5198 San Luis Obispo,E5198,226.4,-120.68354,CA,False,False,35.19768,America/Los_Angeles,43130,2014-05-28T00:00:00Z,2023-07-14T23:58:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-14T23:58:00Z,16.79,2023-07-14T23:58:00Z,1010.44,2023-07-14T23:58:00Z,28.89,,,2023-07-14T23:58:00Z,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,ACTIVE,2,810,MATEO RIDGE,TEOC1,836.6,-117.524600,CA,False,False,33.415680,America/Los_Angeles,43140,2014-06-02T00:00:00Z,2023-07-31T23:22:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T23:22:00Z,18.93,,,2023-07-31T23:22:00Z,22.78,,,2023-07-31T23:22:00Z,79.0,,,,,,,2023-07-31T23:22:00Z,564.388,,,,,,,,,2023-07-31T23:22:00Z,25.39,2023-07-31T23:22:00Z,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,ACTIVE,2,1215,TALEGA RIDGE,TLGC1,1223.8,-117.486490,CA,False,False,33.477600,America/Los_Angeles,43141,2014-06-02T00:00:00Z,2023-07-31T23:22:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T23:22:00Z,17.91,,,2023-07-31T23:22:00Z,27.78,,,2023-07-31T23:22:00Z,55.0,,,,,,,2023-07-31T23:22:00Z,630.936,,,,,,,,,2023-07-31T23:22:00Z,26.17,2023-07-31T23:22:00Z,25.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,ACTIVE,2,915,ROBLAR CANYON,CTGC1,899,-117.359770,CA,False,False,33.372190,America/Los_Angeles,43149,2014-06-02T00:00:00Z,2023-07-31T23:22:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T23:22:00Z,19.33,,,2023-07-31T23:22:00Z,22.78,,,2023-07-31T23:22:00Z,81.0,,,,,,,2023-07-31T23:22:00Z,652.018,,,,,,,,,2023-07-31T23:22:00Z,26.67,2023-07-31T23:22:00Z,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,ACTIVE,2,245,WIRE MOUNTAIN,WIRC1,282.2,-117.367960,CA,False,False,33.235620,America/Los_Angeles,43150,2014-06-04T00:00:00Z,2023-07-31T23:23:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T23:23:00Z,20.3,,,2023-07-31T23:23:00Z,22.78,,,2023-07-31T23:23:00Z,86.0,,,,,,,2023-07-31T23:23:00Z,553.72,,,,,,,,,2023-07-31T23:23:00Z,29.39,2023-07-31T23:23:00Z,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,ACTIVE,106,6772,PILOT PEAK NEAR QUINCY 11SSE (DWR),PLPC1,6857,-120.87500,CA,False,False,39.78611,America/Los_Angeles,43246,2014-06-11T00:00:00Z,2023-07-31T23:00:00Z,,,,,,,,,ft,ft,,,,,2023-07-31T23:00:00Z,22.13,,,,,,,,,,,2023-07-31T23:00:00Z,815.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,ACTIVE,65,91,EW5232 San Clemente,E5232,121.4,-117.60783,CA,False,False,33.41250,America/Los_Angeles,43249,2014-06-13T00:00:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,20.68,2023-08-01T00:00:00Z,1012.78,2023-08-01T00:00:00Z,22.22,,,2023-08-01T00:00:00Z,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,ACTIVE,65,1699,WB6EDK-1 Ramona,AU893,1578.1,-116.93967,CA,False,False,33.01383,America/Los_Angeles,43322,2014-07-07T00:00:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,18.26,2023-08-01T00:10:00Z,1011.2,2023-08-01T00:10:00Z,29.44,,,2023-08-01T00:10:00Z,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,ACTIVE,65,1108,EW4740 El Dorado Hills,E4740,1318.9,-121.05267,CA,False,False,38.68383,America/Los_Angeles,43355,2014-07-09T00:00:00Z,2023-07-31T17:59:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:05:00Z,4.66,2023-08-01T00:05:00Z,1010.2,2023-08-01T00:05:00Z,32.78,,,2023-08-01T00:05:00Z,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,ACTIVE,65,207,EW4582 Pebble Beach,E4582,203.4,-121.94712,CA,False,False,36.58714,America/Los_Angeles,43368,2014-07-09T00:00:00Z,2023-07-31T23:10:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:07:00Z,12.64,2023-08-01T00:07:00Z,1018.62,2023-08-01T00:07:00Z,14.44,,,2023-08-01T00:07:00Z,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,ACTIVE,65,419,EW5516 Rancho Santa Fe,E5516,387.1,-117.17572,CA,False,False,33.05906,America/Los_Angeles,43404,2014-07-16T00:00:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,20.46,2023-08-01T00:10:00Z,1011.29,2023-08-01T00:10:00Z,25.0,,,2023-08-01T00:10:00Z,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,ACTIVE,65,299,EW5537 Pacific Palisades,E5537,318.2,-118.52117,CA,False,False,34.04217,America/Los_Angeles,43441,2014-07-23T00:00:00Z,2023-07-31T23:46:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:01:00Z,21.2,2023-08-01T00:01:00Z,1010.82,2023-08-01T00:01:00Z,23.89,,,2023-08-01T00:01:00Z,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,ACTIVE,65,535,WB6TTB Tiburon,AU915,577.4,-122.45767,CA,False,False,37.88800,America/Los_Angeles,43447,2014-07-23T00:00:00Z,2023-07-31T18:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:12:00Z,14.0,2023-08-01T00:12:00Z,1012.9,2023-08-01T00:12:00Z,18.33,,,2023-08-01T00:12:00Z,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,INACTIVE,65,1131,EW5563 Oakland,E5563,1105.6,-122.21361,CA,False,False,37.84908,America/Los_Angeles,43448,2014-07-23T00:00:00Z,2023-06-22T05:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-06-22T05:30:00Z,2.91,2023-06-22T05:30:00Z,1014.01,2023-06-22T05:30:00Z,9.44,,,2023-06-21T23:30:00Z,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,ACTIVE,65,1611,EW5568 Lower Lake,E5568,1617.5,-122.52450,CA,False,False,38.82883,America/Los_Angeles,43449,2014-07-23T00:00:00Z,2023-07-11T16:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-11T16:00:00Z,12.69,2023-07-11T16:00:00Z,1009.91,2023-07-11T16:00:00Z,26.67,,,2023-07-11T16:00:00Z,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,ACTIVE,66,718,Moorpark,CI217,721.8,-118.84932,CA,False,False,34.26903,America/Los_Angeles,43497,2014-08-03T00:00:00Z,2023-07-31T22:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T22:00:00Z,20.02,,,2023-07-31T22:00:00Z,30.67,,,2023-07-31T22:00:00Z,53.0,,,,,,,,,,,,,,,,,2023-07-31T22:00:00Z,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,ACTIVE,65,2979,EW5633 Tollhouse,E5633,2979,-119.30000,CA,False,False,37.00000,America/Los_Angeles,43514,2014-08-06T00:00:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:00:00Z,10.73,2023-08-01T00:00:00Z,1005.5,2023-08-01T00:00:00Z,35.56,,,2023-08-01T00:00:00Z,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,ACTIVE,65,318,W6WWH GILROY,E5617,164,-121.59476,CA,False,False,36.99372,America/Los_Angeles,43544,2014-08-13T00:00:00Z,2023-07-31T22:35:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:11:00Z,14.46,2023-08-01T00:11:00Z,1001.61,2023-08-01T00:11:00Z,34.44,,,2023-08-01T00:11:00Z,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,INACTIVE,65,6843,KR6C-1 Big Bear City,E5642,6840.6,-116.84600,CA,False,False,34.25883,America/Los_Angeles,43545,2014-08-13T00:00:00Z,2023-06-25T22:20:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-06-25T22:20:00Z,-12.67,2023-06-25T22:20:00Z,1003.63,2023-06-25T22:20:00Z,23.33,,,2023-06-25T22:20:00Z,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,ACTIVE,2,700,SAN CLEMENTE NRO,INRC1,442.9,-118.553,CA,False,False,32.996000,America/Los_Angeles,43581,2014-08-19T00:00:00Z,2023-07-31T23:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T23:30:00Z,19.27,,,2023-07-31T23:30:00Z,23.33,,,2023-07-31T23:30:00Z,78.0,,,,,,,2023-07-31T23:30:00Z,1282.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,ACTIVE,65,2149,EW5691 Placerville,E5691,2139.1,-120.78950,CA,False,False,38.75417,America/Los_Angeles,43588,2014-08-20T00:00:00Z,2023-07-31T17:56:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:07:00Z,3.29,2023-08-01T00:07:00Z,1010.14,2023-08-01T00:07:00Z,34.44,,,2023-08-01T00:07:00Z,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,ACTIVE,66,246,Gerber South,CI222,249.3,-122.155750,CA,False,False,40.028778,America/Los_Angeles,43623,2014-08-24T00:00:00Z,2023-07-31T22:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T22:00:00Z,11.07,,,2023-07-31T22:00:00Z,33.72,,,2023-07-31T22:00:00Z,25.0,,,,,,,,,,,,,,,,,2023-07-31T22:00:00Z,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,ACTIVE,195,443,SAINT HELENA CA,BCJC1,482.3,-122.49000,CA,False,False,38.55000,America/Los_Angeles,43624,2016-12-14T16:52:00Z,2023-07-31T22:57:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T22:57:00Z,14.36,,,2023-07-31T22:57:00Z,32.19,,,2023-07-31T22:57:00Z,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,ACTIVE,195,3924,INDEPENDENCE CA,IDPCA,3904.2,-118.19000,CA,False,False,36.80000,America/Los_Angeles,43625,2014-08-26T00:00:00Z,2023-07-31T23:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:00:00Z,3.4,,,2023-08-01T00:00:00Z,35.46,,,2023-08-01T00:00:00Z,13.32,,,,,,,,,,,,,,,,,2023-08-01T00:00:00Z,42.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,ACTIVE,195,266,SAN LUIS RESERVOIR CA,SLRCA,269,-121.07000,CA,False,False,37.06000,America/Los_Angeles,43626,2014-08-26T00:00:00Z,2023-07-31T22:57:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T22:57:00Z,2.57,,,2023-07-31T22:57:00Z,34.65,,,2023-07-31T22:57:00Z,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,ACTIVE,195,1476,SPRINGVILLE CA,SPVCA,1460,-118.80000,CA,False,False,36.19000,America/Los_Angeles,43627,2016-12-14T16:53:00Z,2023-07-31T21:57:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-31T21:57:00Z,11.66,,,2023-07-31T21:57:00Z,35.94,,,2023-07-31T21:57:00Z,22.92,,,,,,,,,,,,,,,,,2023-07-31T21:57:00Z,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,ACTIVE,65,1624,EW5766 Coarsegold,E5766,1614.2,-119.80200,CA,False,False,37.23950,America/Los_Angeles,43660,2014-09-03T00:00:00Z,2023-07-31T23:45:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:05:00Z,1.7,2023-08-01T00:05:00Z,1016.83,2023-08-01T00:05:00Z,36.67,,,2023-08-01T00:05:00Z,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,ACTIVE,65,262,EW5830 San Francisco,E5830,262.5,-122.43094,CA,False,False,37.73551,America/Los_Angeles,43689,2014-09-10T00:00:00Z,2023-07-31T18:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,13.32,2023-08-01T00:10:00Z,1015.14,2023-08-01T00:10:00Z,17.22,,,2023-08-01T00:10:00Z,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,ACTIVE,106,27,LOS ANGELES RIVER AT LONG BEACH #3348 NEAR LONG BEACH 4N,LAWC1,49.2,-118.20639,CA,False,False,33.81750,America/Los_Angeles,43727,2014-09-13T00:00:00Z,2023-07-31T21:00:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-08-01T00:00:00Z,534.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,ACTIVE,106,32,BALLONA CREEK NEAR CULVER CITY 1S,BLNC1,49.2,-118.40194,CA,False,False,33.99667,America/Los_Angeles,43728,2014-09-13T00:00:00Z,2023-07-31T23:15:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:15:00Z,764.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,ACTIVE,106,2080,DEVORE FIRE STATION,DVEC1,2089.9,-117.40444,CA,False,False,34.22111,America/Los_Angeles,43729,2014-09-13T00:00:00Z,2023-07-31T23:15:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:15:00Z,1061.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,ACTIVE,106,657,CUCAMONGA CREEK (RAIN) NEAR MIRA LOMA 5W,CGKC1,659.4,-117.59861,CA,False,False,33.98278,America/Los_Angeles,43730,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,550.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,ACTIVE,106,1044,SAN TIMOTEO CREEK NEAR LOMA LINDA 7NW,TOTC1,1043.3,-117.26778,CA,False,False,34.06139,America/Los_Angeles,43731,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,420.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,ACTIVE,106,1152,BIG DALTON RIVER AT MERCED NEAR MONRIVIA 2E,BDWC1,1151.6,-117.96306,CA,False,False,34.15806,America/Los_Angeles,43732,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,924.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,ACTIVE,106,64,COMPTON CREEK AT GREENLEAF DR #3312 NEAR COMPTON 1S,CMGC1,62.3,-118.22444,CA,False,False,33.88139,America/Los_Angeles,43733,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,537.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,ACTIVE,106,33,COYOTE CREEK BELOW SPRING STR #3314 NEAR LONG BEACH 7NE,CYRC1,32.8,-118.07694,CA,False,False,33.81000,America/Los_Angeles,43734,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,467.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,ACTIVE,106,543,VILLA PARK RESERVOIR NEAR VILLA PARK 3E,VLPC1,531.5,-117.76500,CA,False,False,33.81472,America/Los_Angeles,43735,2014-09-13T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,505.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,ACTIVE,106,79,SANTA ANA RIVER (RAIN) AT 5TH ST IN SANTA ANA,VRSC1,105,-117.90833,CA,False,False,33.75111,America/Los_Angeles,43738,2014-09-15T00:00:00Z,2023-07-31T23:30:00Z,,,,,,,,,ft,ft,,,,,,,,,,,,,,,,,2023-07-31T23:30:00Z,382.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
