,ELEVATION,LONGITUDE,QC_FLAGGED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,OBSERVATIONS.air_temp_value_1.date_time,OBSERVATIONS.air_temp_value_1.value,OBSERVATIONS.air_temp_value_2.date_time,OBSERVATIONS.air_temp_value_2.value,OBSERVATIONS.sea_level_pressure_value_1d.date_time,OBSERVATIONS.sea_level_pressure_value_1d.value,OBSERVATIONS.sea_level_pressure_value_1.date_time,OBSERVATIONS.sea_level_pressure_value_1.value,OBSERVATIONS.dew_point_temperature_value_1d.date_time,OBSERVATIONS.dew_point_temperature_value_1d.value,OBSERVATIONS.dew_point_temperature_value_1.date_time,OBSERVATIONS.dew_point_temperature_value_1.value,OBSERVATIONS.relative_humidity_value_1.date_time,OBSERVATIONS.relative_humidity_value_1.value
0,4383,-120.56150,False,41.48362,1999-12-20T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,20.0,,,2023-08-06T17:15:00Z,1017.72,2023-08-06T16:55:00Z,1021.4,2023-08-06T17:15:00Z,7.95,,,2023-08-06T17:15:00Z,45.93
1,217,-124.10861,False,40.97806,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:18:00Z,15.0,,,2023-08-06T17:18:00Z,1021.66,2023-08-06T16:53:00Z,1021.9,2023-08-06T17:18:00Z,13.89,,,2023-08-06T17:18:00Z,93.14
2,33,-122.27944,False,38.20750,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,22.0,,,2023-08-06T17:15:00Z,1016.22,2023-08-06T16:54:00Z,1015.2,2023-08-06T17:15:00Z,12.98,,,2023-08-06T17:15:00Z,56.7
3,112,-121.43333,False,39.13333,1997-04-12T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:55:00Z,28.6,,,2023-08-06T16:55:00Z,1013.69,2023-08-06T16:55:00Z,1014.1,2023-08-06T16:55:00Z,12.94,2023-08-06T16:55:00Z,12.9,2023-08-06T16:55:00Z,38.07
4,509,-119.05667,False,35.43361,1997-04-12T00:00:00Z,2023-08-06T15:54:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.18,2023-08-06T16:54:00Z,1014.2,2023-08-06T17:15:00Z,11.08,,,2023-08-06T17:15:00Z,29.27
5,4121,-118.35806,False,37.37111,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1008.54,2023-08-06T16:56:00Z,1014.9,2023-08-06T17:15:00Z,6.11,,,2023-08-06T17:15:00Z,20.86
6,397,-114.71694,False,33.61917,1997-04-12T00:00:00Z,2023-08-06T15:52:00Z,2023-08-06T17:15:00Z,37.0,,,2023-08-06T17:15:00Z,1010.78,2023-08-06T16:52:00Z,1011.0,2023-08-06T17:15:00Z,22.14,,,2023-08-06T17:15:00Z,42.18
7,5282,-120.70806,False,39.27611,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,25.0,,,2023-08-06T17:15:00Z,1011.56,2023-08-06T16:52:00Z,1014.4,2023-08-06T17:15:00Z,6.0,,,2023-08-06T17:15:00Z,29.57
8,728,-118.36538,False,34.19967,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T17:15:00Z,27.0,,,2023-08-06T17:15:00Z,1013.35,2023-08-06T16:53:00Z,1013.0,2023-08-06T17:15:00Z,15.01,,,2023-08-06T17:15:00Z,47.88
9,2349,-116.61667,False,35.28333,1997-04-12T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:55:00Z,30.1,,,2023-08-06T16:55:00Z,1009.58,2023-08-06T16:55:00Z,1012.0,2023-08-06T16:55:00Z,4.0,2023-08-06T16:55:00Z,3.9,2023-08-06T16:55:00Z,18.97
10,23,-122.05194,False,37.99167,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,27.0,,,2023-08-06T17:15:00Z,1015.54,2023-08-06T16:53:00Z,1014.2,2023-08-06T17:15:00Z,14.01,,,2023-08-06T17:15:00Z,44.89
11,56,-124.23667,False,41.78028,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,17.0,,,2023-08-06T17:15:00Z,1021.66,2023-08-06T16:51:00Z,1021.7,2023-08-06T17:15:00Z,14.99,,,2023-08-06T17:15:00Z,88.02
12,236,-121.85795,False,39.79879,1997-04-12T00:00:00Z,2023-08-06T15:47:00Z,2023-08-06T16:53:00Z,32.0,,,2023-08-06T16:53:00Z,1014.74,,,2023-08-06T16:53:00Z,11.1,2023-08-06T16:53:00Z,11.0,2023-08-06T16:53:00Z,27.66
13,75,-119.08333,False,34.21667,1999-11-14T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,24.0,,,2023-08-06T17:15:00Z,1014.14,2023-08-06T16:55:00Z,1014.5,2023-08-06T17:15:00Z,16.99,,,2023-08-06T17:15:00Z,64.98
14,650,-117.62361,False,33.97556,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,29.0,,,2023-08-06T17:15:00Z,1013.34,2023-08-06T16:53:00Z,1013.9,2023-08-06T17:15:00Z,16.03,,,2023-08-06T17:15:00Z,45.44
15,179,-118.29122,False,34.02355,2000-01-10T00:00:00Z,2023-08-06T15:47:00Z,2023-08-06T16:47:00Z,26.1,,,2023-08-06T16:47:00Z,1013.97,2023-08-06T16:47:00Z,1013.9,2023-08-06T16:47:00Z,18.3,2023-08-06T16:47:00Z,18.3,2023-08-06T16:47:00Z,62.24
16,328,-117.27583,False,33.13000,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,23.0,,,2023-08-06T17:15:00Z,1013.53,2023-08-06T16:53:00Z,1013.7,2023-08-06T17:15:00Z,17.99,,,2023-08-06T17:15:00Z,73.5
17,1926,-116.78667,False,34.85361,1997-01-11T00:00:00Z,2023-08-06T15:50:00Z,2023-08-06T17:15:00Z,32.0,,,2023-08-06T17:15:00Z,1010.38,2023-08-06T16:50:00Z,1011.9,2023-08-06T17:15:00Z,3.16,,,2023-08-06T17:15:00Z,15.98
18,2310,-117.87900,False,34.91800,1997-04-12T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:55:00Z,28.4,,,2023-08-06T16:55:00Z,1011.15,2023-08-06T16:55:00Z,1013.7,2023-08-06T16:55:00Z,6.55,2023-08-06T16:55:00Z,6.5,2023-08-06T16:55:00Z,25.07
19,890,-114.62333,False,34.76611,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T17:15:00Z,39.0,,,2023-08-06T17:15:00Z,1009.82,2023-08-06T16:56:00Z,1008.7,2023-08-06T17:15:00Z,4.36,,,2023-08-06T17:15:00Z,11.67
20,20,-124.16020,False,40.80980,1999-01-30T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,14.44,,,,,,,,,,,,
21,295,-118.03333,False,34.08333,1997-04-12T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T16:45:00Z,26.0,,,2023-08-06T16:45:00Z,1013.8,,,2023-08-06T16:45:00Z,16.0,2023-08-06T16:45:00Z,16.0,2023-08-06T16:45:00Z,54.14
22,331,-119.71944,False,36.78000,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,29.0,,,2023-08-06T17:15:00Z,1014.64,2023-08-06T16:53:00Z,1014.7,2023-08-06T17:15:00Z,17.03,,,2023-08-06T17:15:00Z,48.42
23,95,-117.98472,False,33.87194,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,26.0,,,2023-08-06T17:15:00Z,1013.75,2023-08-06T16:53:00Z,1013.7,2023-08-06T17:15:00Z,17.0,,,2023-08-06T17:15:00Z,57.69
24,62,-118.33194,False,33.92361,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,27.0,,,2023-08-06T17:15:00Z,1014.13,2023-08-06T16:53:00Z,1014.0,2023-08-06T17:15:00Z,17.01,,,2023-08-06T17:15:00Z,54.4
25,233,-119.62315,False,36.31145,1999-12-24T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,29.0,,,2023-08-06T17:15:00Z,1014.82,2023-08-06T16:53:00Z,1015.2,2023-08-06T17:15:00Z,15.04,,,2023-08-06T17:15:00Z,42.63
26,46,-122.11833,False,37.66083,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,23.0,,,2023-08-06T17:15:00Z,1016.21,2023-08-06T16:54:00Z,1017.0,2023-08-06T17:15:00Z,16.99,,,2023-08-06T17:15:00Z,69.01
27,-56,-115.57861,False,32.83417,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,36.0,,,2023-08-06T17:15:00Z,1010.64,2023-08-06T16:53:00Z,1010.4,2023-08-06T17:15:00Z,24.1,,,2023-08-06T17:15:00Z,50.27
28,125,-118.38889,False,33.93806,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T16:53:00Z,23.3,,,2023-08-06T16:53:00Z,1014.09,2023-08-06T16:53:00Z,1014.1,2023-08-06T16:53:00Z,18.29,,,2023-08-06T16:53:00Z,73.55
29,56,-118.14639,False,33.81167,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,25.0,,,2023-08-06T17:15:00Z,1014.15,2023-08-06T16:53:00Z,1014.1,2023-08-06T17:15:00Z,18.0,,,2023-08-06T17:15:00Z,65.2
30,89,-120.46667,False,34.66667,1999-11-14T00:00:00Z,2023-08-06T15:56:00Z,2022-12-19T15:56:00Z,1.1,,,2022-12-19T15:35:00Z,1024.21,2022-12-19T14:56:00Z,1023.5,2022-12-19T15:56:00Z,1.1,,,2022-12-19T15:56:00Z,100.0
31,397,-121.81444,False,37.69278,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,28.0,,,2023-08-06T17:15:00Z,1015.24,2023-08-06T16:53:00Z,1015.2,2023-08-06T17:15:00Z,14.02,,,2023-08-06T17:15:00Z,42.34
32,246,-120.11064,False,36.98510,1999-12-24T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,30.0,,,2023-08-06T17:15:00Z,1014.77,2023-08-06T16:53:00Z,1014.7,2023-08-06T17:15:00Z,16.05,,,2023-08-06T17:15:00Z,42.9
33,75,-121.4,False,38.66667,1997-04-12T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,30.0,,,2023-08-06T17:15:00Z,1014.08,,,2023-08-06T17:15:00Z,12.06,2023-08-06T17:15:00Z,12.0,2023-08-06T17:15:00Z,33.11
34,154,-120.50778,False,37.28306,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,30.0,,,2023-08-06T17:15:00Z,1014.61,2023-08-06T16:53:00Z,1014.3,2023-08-06T17:15:00Z,14.06,,,2023-08-06T17:15:00Z,37.73
35,187,-120.56667,False,37.36667,1999-06-30T00:00:00Z,2023-08-06T14:53:00Z,2023-08-06T14:53:00Z,23.0,,,2023-08-06T14:53:00Z,1014.7,,,2023-08-06T14:53:00Z,13.98,2023-08-06T14:53:00Z,14.0,2023-08-06T14:53:00Z,56.95
36,92,-121.28397,False,38.55996,1999-06-30T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,28.0,,,2023-08-06T17:15:00Z,1014.07,,,2023-08-06T17:15:00Z,15.03,2023-08-06T17:15:00Z,15.0,2023-08-06T17:15:00Z,45.17
37,3540,-122.31702,False,41.31494,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T16:56:00Z,22.2,,,2023-08-06T16:56:00Z,1017.66,2023-08-06T16:56:00Z,1022.5,2023-08-06T16:56:00Z,10.57,2023-08-06T16:56:00Z,10.6,2023-08-06T16:56:00Z,47.81
38,2785,-118.15,False,35.06667,1998-07-14T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,31.0,,,2023-08-06T17:00:00Z,1010.32,,,2023-08-06T17:00:00Z,4.13,2023-08-06T17:00:00Z,4.0,2023-08-06T17:00:00Z,18.15
39,7112,-118.84230,False,37.62410,1998-07-14T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,22.3,,,2023-08-06T17:15:00Z,1009.24,,,2023-08-06T17:15:00Z,2.07,2023-08-06T17:15:00Z,2.1,2023-08-06T17:15:00Z,26.45
40,85,-120.95490,False,37.62549,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,28.0,,,2023-08-06T17:15:00Z,1014.76,2023-08-06T16:53:00Z,1014.5,2023-08-06T17:15:00Z,15.03,,,2023-08-06T17:15:00Z,45.17
41,167,-121.84875,False,36.59047,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,15.0,,,2023-08-06T17:15:00Z,1017.26,2023-08-06T16:54:00Z,1018.2,2023-08-06T17:15:00Z,11.98,,,2023-08-06T17:15:00Z,82.27
42,420,-117.13639,False,32.81444,1997-04-12T00:00:00Z,2023-08-06T16:05:00Z,2023-08-06T17:15:00Z,24.0,,,2023-08-06T17:15:00Z,1013.7,2023-08-06T16:53:00Z,1013.8,2023-08-06T17:15:00Z,16.99,,,2023-08-06T17:15:00Z,64.98
43,62,-121.56972,False,39.09778,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.44,2023-08-06T16:53:00Z,1014.7,2023-08-06T17:15:00Z,14.07,,,2023-08-06T17:15:00Z,35.64
44,75,-117.35389,False,33.30472,1997-04-12T00:00:00Z,2023-08-06T16:21:00Z,2023-08-06T16:53:00Z,22.2,,,2023-08-06T16:53:00Z,1013.81,2023-08-06T16:53:00Z,1013.7,2023-08-06T16:53:00Z,18.29,2023-08-06T16:53:00Z,18.3,2023-08-06T16:53:00Z,78.61
45,2283,-117.69000,False,35.68639,1997-04-09T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T16:56:00Z,31.7,,,2023-08-06T16:56:00Z,1009.7,2023-08-06T16:56:00Z,1013.1,2023-08-06T16:56:00Z,6.23,2023-08-06T16:56:00Z,6.1,2023-08-06T16:56:00Z,20.19
46,-43,-115.66056,False,32.82500,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T16:56:00Z,35.6,,,2023-08-06T16:56:00Z,1011.28,2023-08-06T16:56:00Z,1012.5,2023-08-06T16:56:00Z,24.49,2023-08-06T16:56:00Z,24.4,2023-08-06T16:56:00Z,52.63
47,479,-117.14250,False,32.86833,1997-04-12T00:00:00Z,2023-08-06T16:12:00Z,2023-08-06T16:55:00Z,23.3,,,2023-08-06T16:55:00Z,1013.66,2023-08-06T16:55:00Z,1013.6,2023-08-06T16:55:00Z,17.19,2023-08-06T16:55:00Z,17.2,2023-08-06T16:55:00Z,68.63
48,223,-119.93968,False,36.30244,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T16:56:00Z,30.6,,,2023-08-06T16:56:00Z,1014.8,2023-08-06T16:56:00Z,1015.0,2023-08-06T16:56:00Z,12.87,2023-08-06T16:56:00Z,12.8,2023-08-06T16:56:00Z,33.72
49,20,-117.11091,False,32.56302,1999-05-14T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T16:53:00Z,21.7,,,2023-08-06T16:53:00Z,1014.54,2023-08-06T16:53:00Z,1014.4,2023-08-06T16:53:00Z,17.79,2023-08-06T16:53:00Z,17.8,2023-08-06T16:53:00Z,78.54
50,528,-119.45588,False,33.23379,1998-10-01T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T16:53:00Z,16.1,,,2023-08-06T16:53:00Z,1014.41,2023-08-06T16:53:00Z,1014.1,2023-08-06T16:53:00Z,14.99,2023-08-06T16:53:00Z,15.0,2023-08-06T16:53:00Z,93.2
51,10,-119.12167,False,34.12389,1998-12-15T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T17:12:00Z,19.4,,,2023-08-06T17:12:00Z,1014.89,2023-08-06T16:55:00Z,1014.7,2023-08-06T17:12:00Z,17.19,2023-08-06T17:12:00Z,17.2,2023-08-06T17:12:00Z,87.13
52,167,-118.58266,False,33.02180,1998-10-01T00:00:00Z,2023-08-04T22:56:00Z,2023-08-04T22:56:00Z,21.1,,,2023-08-04T22:56:00Z,1013.07,2023-08-04T21:56:00Z,1013.5,2023-08-04T22:56:00Z,16.68,2023-08-04T22:56:00Z,16.7,2023-08-04T22:56:00Z,76.01
53,33,-122.04806,False,37.40583,1997-04-12T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,22.0,,,2023-08-06T17:15:00Z,1016.56,,,2023-08-06T17:15:00Z,15.98,2023-08-06T17:15:00Z,16.0,2023-08-06T17:15:00Z,68.81
54,2001,-116.14717,False,34.29401,1997-04-12T00:00:00Z,2023-08-06T15:56:00Z,2023-08-06T16:56:00Z,33.3,,,2023-08-06T16:56:00Z,1012.57,2023-08-06T16:56:00Z,1013.7,2023-08-06T16:56:00Z,-0.87,2023-08-06T16:56:00Z,-1.1,2023-08-06T16:56:00Z,11.05
55,23,-117.20889,False,32.69083,1997-04-12T00:00:00Z,2023-08-06T15:52:00Z,2023-08-06T16:52:00Z,20.0,,,2023-08-06T16:52:00Z,1013.87,2023-08-06T16:52:00Z,1013.9,2023-08-06T16:52:00Z,18.29,2023-08-06T16:52:00Z,18.3,2023-08-06T16:52:00Z,89.96
56,3,-122.23294,False,37.71780,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,20.0,,,2023-08-06T17:15:00Z,1016.93,2023-08-06T16:53:00Z,1016.6,2023-08-06T17:15:00Z,15.98,,,2023-08-06T17:15:00Z,77.79
57,135,-121.77,False,36.68,2020-11-04T19:04:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,15.0,,,2023-08-06T17:15:00Z,1016.92,,,2023-08-06T17:15:00Z,11.98,2023-08-06T17:15:00Z,12.0,2023-08-06T17:15:00Z,82.27
58,30,-117.35139,False,33.21806,1999-12-24T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,24.0,,,2023-08-06T17:15:00Z,1013.51,2023-08-06T16:52:00Z,1013.6,2023-08-06T17:15:00Z,17.99,,,2023-08-06T17:15:00Z,69.21
59,906,-117.57685,False,34.05316,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,29.0,,,2023-08-06T17:15:00Z,1012.8,2023-08-06T16:53:00Z,1012.6,2023-08-06T17:15:00Z,14.04,,,2023-08-06T17:15:00Z,39.96
60,180,-121.62223,False,39.49436,1999-12-24T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.54,2023-08-06T16:53:00Z,1014.7,2023-08-06T17:15:00Z,15.07,,,2023-08-06T17:15:00Z,38.01
61,43,-119.20306,False,34.20056,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,21.0,,,2023-08-06T17:15:00Z,1014.53,2023-08-06T16:51:00Z,1013.9,2023-08-06T17:15:00Z,16.98,,,2023-08-06T17:15:00Z,77.94
62,7,-122.11667,False,37.46667,1997-04-12T00:00:00Z,2023-08-06T15:47:00Z,2023-08-06T16:47:00Z,20.0,,,2023-08-06T16:47:00Z,1016.59,,,2023-08-06T16:47:00Z,15.98,2023-08-06T16:47:00Z,16.0,2023-08-06T16:47:00Z,77.79
63,2543,-118.08139,False,34.62972,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1011.1,2023-08-06T16:53:00Z,1014.3,2023-08-06T17:15:00Z,1.15,,,2023-08-06T17:15:00Z,14.66
64,997,-117.77937,False,34.09282,1997-04-12T00:00:00Z,2023-08-06T15:47:00Z,2023-08-06T16:47:00Z,18.0,,,2023-08-06T16:47:00Z,1014.59,,,2023-08-06T16:47:00Z,15.99,2023-08-06T16:47:00Z,16.0,2023-08-06T16:47:00Z,88.11
65,810,-120.62912,False,35.66941,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,26.0,,,2023-08-06T17:15:00Z,1014.98,2023-08-06T16:53:00Z,1015.3,2023-08-06T17:15:00Z,13.0,,,2023-08-06T17:15:00Z,44.61
66,407,-116.50431,False,33.82219,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,35.0,,,2023-08-06T17:15:00Z,1011.85,2023-08-06T16:53:00Z,1012.5,2023-08-06T17:15:00Z,18.13,,,2023-08-06T17:15:00Z,36.76
67,443,-119.06667,False,36.03333,1998-07-14T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.67,2023-08-06T16:56:00Z,1015.3,2023-08-06T17:15:00Z,14.07,,,2023-08-06T17:15:00Z,35.64
68,819,-117.44511,False,33.95189,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1012.47,2023-08-06T16:53:00Z,1012.3,2023-08-06T17:15:00Z,14.07,,,2023-08-06T17:15:00Z,35.64
69,348,-122.25222,False,40.15056,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,34.0,,,2023-08-06T17:15:00Z,1015.43,2023-08-06T16:54:00Z,1015.7,2023-08-06T17:15:00Z,9.16,,,2023-08-06T17:15:00Z,21.63
70,499,-122.29770,False,40.51461,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,33.0,,,2023-08-06T17:15:00Z,1015.45,2023-08-06T16:53:00Z,1015.8,2023-08-06T17:15:00Z,9.14,,,2023-08-06T17:15:00Z,22.87
71,135,-121.81667,False,37.33333,1997-04-12T00:00:00Z,2023-08-06T15:47:00Z,2023-08-06T16:47:00Z,23.0,,,2023-08-06T16:47:00Z,1016.11,,,2023-08-06T16:47:00Z,13.98,2023-08-06T16:47:00Z,14.0,2023-08-06T16:47:00Z,56.95
72,1536,-117.25902,False,33.88194,1997-04-12T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:55:00Z,30.6,,,2023-08-06T16:55:00Z,1011.75,2023-08-06T16:55:00Z,1013.6,2023-08-06T16:55:00Z,10.08,2023-08-06T16:55:00Z,10.0,2023-08-06T16:55:00Z,28.02
73,1391,-116.91583,False,33.03750,1999-12-24T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,35.0,,,2023-08-06T17:15:00Z,1011.11,2023-08-06T16:53:00Z,1012.9,2023-08-06T17:15:00Z,8.2,,,2023-08-06T17:15:00Z,19.13
74,16,-121.49597,False,38.50674,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,30.0,,,2023-08-06T17:15:00Z,1014.53,2023-08-06T16:53:00Z,1014.4,2023-08-06T17:15:00Z,14.06,,,2023-08-06T17:15:00Z,37.73
75,13,-117.18306,False,32.73361,1997-04-12T00:00:00Z,2023-08-06T16:16:00Z,2023-08-06T17:15:00Z,22.0,,,2023-08-06T17:15:00Z,1014.89,2023-08-06T16:51:00Z,1014.6,2023-08-06T17:15:00Z,17.99,,,2023-08-06T17:15:00Z,78.09
76,10,-119.84361,False,34.42611,1997-04-12T00:00:00Z,2023-08-06T15:53:00Z,2023-08-06T17:15:00Z,21.0,,,2023-08-06T17:15:00Z,1013.88,2023-08-06T16:53:00Z,1013.6,2023-08-06T17:15:00Z,16.98,,,2023-08-06T17:15:00Z,77.94
77,1086,-117.24705,False,34.09027,2010-01-01T00:00:00Z,2023-08-06T15:54:00Z,2023-08-06T16:51:00Z,30.0,,,2023-08-06T16:51:00Z,1012.62,,,2023-08-06T16:51:00Z,9.07,2023-08-06T16:51:00Z,9.0,2023-08-06T16:51:00Z,27.11
78,207,-120.63611,False,35.23611,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,22.0,,,2023-08-06T17:15:00Z,1015.04,2023-08-06T16:56:00Z,1014.9,2023-08-06T17:15:00Z,12.98,,,2023-08-06T17:15:00Z,56.7
79,30,-121.22361,False,37.88972,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.84,2023-08-06T16:55:00Z,1014.7,2023-08-06T17:15:00Z,14.07,,,2023-08-06T17:15:00Z,35.64
80,4521,-118.72444,False,34.74361,1997-04-12T00:00:00Z,2023-08-06T15:51:00Z,2023-08-06T16:51:00Z,25.0,,,2023-08-06T16:51:00Z,1010.99,2023-08-06T16:51:00Z,1015.7,2023-08-06T16:51:00Z,6.1,2023-08-06T16:51:00Z,6.1,2023-08-06T16:51:00Z,29.78
81,538,-116.99306,False,32.57528,1998-12-15T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,25.0,,,2023-08-06T17:15:00Z,1013.48,2023-08-06T16:53:00Z,1013.9,2023-08-06T17:15:00Z,17.0,,,2023-08-06T17:15:00Z,61.21
82,364,-116.97369,False,32.82738,1999-11-14T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:47:00Z,26.0,,,2023-08-06T16:47:00Z,1013.69,,,2023-08-06T16:47:00Z,16.0,2023-08-06T16:47:00Z,16.0,2023-08-06T16:47:00Z,54.14
83,10,-122.36558,False,37.61961,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,21.0,,,2023-08-06T17:15:00Z,1016.25,2023-08-06T16:56:00Z,1016.2,2023-08-06T17:15:00Z,13.97,,,2023-08-06T17:15:00Z,64.32
84,2644,-122.46817,False,41.77375,1997-02-09T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,24.0,,,2023-08-06T17:15:00Z,1019.64,2023-08-06T16:53:00Z,1022.8,2023-08-06T17:15:00Z,9.99,,,2023-08-06T17:15:00Z,41.21
85,59,-121.92417,False,37.35917,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,24.0,,,2023-08-06T17:15:00Z,1016.19,2023-08-06T16:53:00Z,1016.0,2023-08-06T17:15:00Z,14.99,,,2023-08-06T17:15:00Z,57.2
86,26,-118.04179,False,33.79628,1997-04-12T00:00:00Z,2023-08-06T15:55:00Z,2023-08-06T16:55:00Z,24.8,,,2023-08-06T16:55:00Z,1013.17,2023-08-06T16:55:00Z,1013.5,2023-08-06T16:55:00Z,18.7,2023-08-06T16:55:00Z,18.7,2023-08-06T16:55:00Z,68.93
87,20,-121.59479,False,38.70071,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,31.0,,,2023-08-06T17:15:00Z,1014.18,2023-08-06T16:53:00Z,1014.1,2023-08-06T17:15:00Z,15.07,,,2023-08-06T17:15:00Z,38.01
88,174,-118.45139,False,34.01583,1997-04-12T00:00:00Z,2023-08-06T15:51:00Z,2023-08-06T17:15:00Z,22.0,,,2023-08-06T17:15:00Z,1014.4,2023-08-06T16:51:00Z,1014.2,2023-08-06T17:15:00Z,16.99,,,2023-08-06T17:15:00Z,73.32
89,243,-120.45212,False,34.89408,1997-04-12T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,16.0,,,2023-08-06T17:15:00Z,1015.53,2023-08-06T16:51:00Z,1015.7,2023-08-06T17:15:00Z,12.98,,,2023-08-06T17:15:00Z,82.4
